id,deliveryDate,deliveryTime,deliveryMan,sender,reciver,itemCategory,sendAddr1,sendAddr2,sendAddr3,reciverAddr1,reciverAddr2,reciverAddr3
0,20220501,111002,57,"f156d5b5031a7759f68de035e3285b92
","190f19687af934e0dd00fd9a089cd45a
",식품,경기,파주시,월롱면,서울,마포구,월드컵북로
1,20220501,111012,57,"7e92b741c4a5ae86318d4e0641470fa0
","c216b29caa8189a72678d672f30b339f
",식품,대전,동구,은어송로,서울,마포구,매봉산로
2,20220501,95837,58,"4fa3bdc7d689a0c651f891d71b8ed04e
","5a5a4207b520d0977207ddcf6ad2996d
",식품,서울,중랑구,상봉동,서울,마포구,상암산로
3,20220501,72249,50,"47a1f9fe187e76aa5f1c91ff168ba849
","086bd6d2251624cb6ed051357b62ae0d
",식품,부산,동래구,안락동,서울,강서구,양천로
4,20220501,71314,50,"225a766ef6df1859bd145486332747ec
","2ebd6a67b0c497a80d55427d5ba18d2c
",식품,경북,구미시,봉곡로,서울,마포구,공덕동
5,20220501,71738,55,"5c0ee7783d3352bd938a4163f50052e3
","241f493cf8a40c2fb85eed9448620672
",식품,서울,송파구,오금로,서울,마포구,백범로
6,20220501,71650,59,"a5ea4bc3a9f5c88598b540ca74f2220d
","97feeca941442797d2221c09f2c907eb
",식품,부산,금정구,중앙대로,서울,마포구,공덕동
7,20220501,71650,59,"1a27e49ac29f8df62c84a631ff048193
","97feeca941442797d2221c09f2c907eb
",식품,서울,강북구,오현로,서울,마포구,공덕동
8,20220501,71651,59,"e673a144beb16b41672ab6b4f76a0943
","97feeca941442797d2221c09f2c907eb
",식품,경기,화성시,청계동,서울,마포구,공덕동
9,20220501,71650,59,"b7b4dbb816f05cfeb51ba77bda6ee7a3
","6a7abe1fb6bdbe124551cfc8719a7322
",식품,서울,서대문구,가재울미래로,서울,서대문구,연희맛로
10,20220501,71650,59,"74aa5cfa939b5bdf419266cc479ff278
","97feeca941442797d2221c09f2c907eb
",식품,서울,구로구,중앙로,서울,마포구,공덕동
11,20220501,71651,59,"389577a57ed0f1a9e2756cad3230e41b
","6a7abe1fb6bdbe124551cfc8719a7322
",식품,전남,보성군,득량면,서울,서대문구,연희맛로
12,20220501,71651,59,"ff4b8beb5853c9139a06b34fc36bd90a
","97feeca941442797d2221c09f2c907eb
",식품,서울,동작구,흑석로,서울,마포구,공덕동
13,20220501,71347,59,"597e0212ad0264aa8a027767753a11c9
","cf278a94ab97933c4a75d78b9faea846
",식품,전남,순천시,조례동,서울,서대문구,연희맛로
14,20220501,71650,59,"069e1a3c8b1a4e75e2f697e627410b94
","97feeca941442797d2221c09f2c907eb
",식품,경기,구리시,장자대로,서울,마포구,공덕동
15,20220501,71650,59,"499d6fbcd2a55149d092ce73e7595ed8
","97feeca941442797d2221c09f2c907eb
",식품,경남,창원시,진해구,서울,마포구,공덕동
16,20220501,71650,59,"be40d55c920abab682e859ca4588906c
","97feeca941442797d2221c09f2c907eb
",식품,부산,수영구,수영로,서울,마포구,공덕동
17,20220501,71650,59,"74cb65a1f44aaea42d61ba2501969fa7
","97feeca941442797d2221c09f2c907eb
",식품,경남,창원시,마산합포구,서울,마포구,공덕동
18,20220501,71651,59,"a442aad3a5adf7e994c929a3743d507d
","97feeca941442797d2221c09f2c907eb
",식품,광주,광산구,목련로,서울,마포구,공덕동
19,20220502,161737,48,"04030ea89752e5b68846a0726846f9d9
","2e75ab599601d9e2dce816a7e542d95f
",식품,경기,광주시,초월읍,서울,마포구,성미산로
20,20220502,211433,48,"b8ba283a5bd372c4266fb529d5712782
","9fa9f8bf765154ef10557d20004711c5
",식품,경기,안산시,상록구,서울,마포구,동교동
21,20220502,142556,48,"dc23b4878476c4e0745c1cc9399e2c61
","da9f68209a1db84b22435248adaf4a4d
",식품,경기,파주시,문발동,서울,마포구,동교로
22,20220502,142556,48,"e04e695847f28012565f3dc8d4b43267
","dfd633fe0f531a9e81db633c150a1698
",식품,경기,안성시,죽산면,서울,마포구,성미산로
23,20220502,142556,48,"c87a52b94fa2549ca367f5d3f1b92611
","90b2153c77ed0472c064c1f6e2d11815
",식품,경기,파주시,문발동,서울,마포구,성미산로
24,20220502,142556,48,"63bf88e9313e33065de5a505d9c18ad4
","63e0caee64251703966828c52bb78e4d
",식품,경기,광주시,목동,서울,마포구,성미산로
25,20220502,142556,48,"c684c0f043461f0e31ce464b23e3bb2a
","464216d51de773fed2fecb3ccf4f3347
",식품,경기,화성시,동탄물류로,서울,마포구,성미산로
26,20220502,142556,48,"40e11683d912ab4d258cc96b39b0dfd6
","4fcfdeadd808c5076ca221cc216d3195
",식품,경남,통영시,도산면,서울,마포구,성미산로
27,20220502,165535,48,"adfa056b24ce970fbb7319ad079e8efa
","964008026c7813f477e0957f44efb187
",식품,울산,남구,야음로,서울,마포구,연남동
28,20220502,165535,48,"5c0eacde4e59ee23d9063804563554a9
","62ac300994c04b0d1bd783afd2e8013c
",식품,서울,영등포구,국회대로,서울,마포구,월드컵북로
29,20220502,165535,48,"9d860525db4ed480ae3f1c779e67d315
","964008026c7813f477e0957f44efb187
",식품,대구,북구,서변동,서울,마포구,연남동
30,20220502,165535,48,"94dc805503d1468caa368b665ff59d20
","62ac300994c04b0d1bd783afd2e8013c
",식품,대구,수성구,수성동,서울,마포구,월드컵북로
31,20220502,165535,48,"0fe169081f45b16f2ec7b32d6abe4f57
","62ac300994c04b0d1bd783afd2e8013c
",식품,경북,예천군,예천읍,서울,마포구,월드컵북로
32,20220502,165535,48,"6e70a146e7230b88dd84a162546e4424
","964008026c7813f477e0957f44efb187
",식품,충북,청주시,청원구,서울,마포구,연남동
33,20220502,165546,48,"08aa9ccdd8f41891d8a3b1d0fb36d4b6
","35885373604d6bc511bab5a0206541bc
",식품,인천,중구,운서동,서울,마포구,동교로
34,20220502,165546,48,"a87b4b37a20839ecb8fe9366541c6235
","c444ea4d425b22e4398b226be9d6b185
",식품,서울,강서구,생곡동,서울,마포구,동교로
35,20220502,165546,48,"cbc510faa6515cde3f74e3dfae3919ad
","2897b73e48cfc7953a10fc7659e49c16
",식품,경북,김천시,대광동,서울,마포구,성미산로
36,20220502,165546,48,"ca032178d792706fdd3237b93d623f31
","18b5d859df400269255f58a43ebe20d0
",식품,서울,영등포구,문래동,서울,마포구,성미산로
37,20220502,165546,48,"352047e60a8f11007afe406d91dd6e87
","8b21dce404fe039def0ae2e3ddbe61ae
",식품,대구,북구,동북로,서울,마포구,성미산로
38,20220502,165535,48,"1304467bcd137f95fa07be1d124400cf
","62ac300994c04b0d1bd783afd2e8013c
",식품,대전,대덕구,대전로,서울,마포구,월드컵북로
39,20220502,165546,48,"41aac85635aae06cef6096efc880d03b
","6998bd7c12baf9ce7fabf814b3f4c67d
",식품,서울,성동구,성수동,서울,마포구,성미산로
40,20220502,142556,48,"90d719e3f3498f3dab9e571d977862a6
","feee2d3aa48b95085cab25514e75ffba
",식품,경기,안산시,단원구,서울,마포구,성미산로
41,20220502,165546,48,"3d49323147309aff11d8dfe2b7e0c917
","13ab2159fde54c11ad980065fcb6a5a9
",식품,경기,평택시,포승읍,서울,마포구,성미산로
42,20220502,165546,48,"eba72ec59e44fd5c786f0fddaa4ea9d3
","e30238699c889759150c39d971e0cd71
",식품,경기,광주시,도척면,서울,마포구,성미산로
43,20220502,165546,48,"20907c96f1bd9779b31513018070e190
","8b21dce404fe039def0ae2e3ddbe61ae
",식품,인천,서구,청라라임로,서울,마포구,성미산로
44,20220502,165535,48,"076e183732acc9f9cc77682383dc96cc
","62ac300994c04b0d1bd783afd2e8013c
",식품,서울,송파구,방이동,서울,마포구,월드컵북로
45,20220502,165535,48,"1d01afc7c4e77d032e9e5f2f8fec7bf1
","964008026c7813f477e0957f44efb187
",식품,서울,광진구,군자로,서울,마포구,연남동
46,20220502,165546,48,"cb0d5eeb78778bc8f31c960cd7717f65
","f2f94efc3a34ad94ba27800313581b66
",식품,인천,중구,운서동,서울,마포구,연남동
47,20220502,165546,48,"b7c305558efd10932415e3c1ccc40436
","8b21dce404fe039def0ae2e3ddbe61ae
",식품,대구,수성구,동대구로,서울,마포구,성미산로
48,20220502,165546,48,"7120ae093913d39bb0cae9711f80e4b5
","8b21dce404fe039def0ae2e3ddbe61ae
",식품,인천,연수구,원인재로,서울,마포구,성미산로
49,20220502,165535,48,"c1d814e3da92a742fdedf9b44160cd23
","62ac300994c04b0d1bd783afd2e8013c
",식품,강원,평창군,봉평면,서울,마포구,월드컵북로
50,20220502,165535,48,"815af5ce5d351743edbd3d6c123eaeb3
","62ac300994c04b0d1bd783afd2e8013c
",식품,충남,천안시,서북구,서울,마포구,월드컵북로
51,20220502,165546,48,"199af9701ad4150314369661c44659f5
","dc8629b508cf2e20d2f5f8a8446f2ad1
",식품,인천,중구,공항동로,서울,마포구,성미산로
52,20220502,165546,48,"2734e20fe8451bb07e55f14988fd0888
","4a8c6cbd811c80b61febee82daff1895
",식품,대구,동구,용계동,서울,마포구,동교로
53,20220502,160619,48,"9ab7745bc05592849be615f5f06a76b2
","09e85e2124d80e5e0b7e5306eb76bca8
",식품,충북,음성군,음성읍,서울,마포구,성미산로
54,20220502,160619,48,"dc23b4878476c4e0745c1cc9399e2c61
","6f618be2bf4ca439d8da7209f298a2de
",식품,경기,파주시,문발동,서울,마포구,동교로
55,20220502,160619,48,"a6958f4c1746f51b8df24333a6689581
","8a4320289c88d683a07c6553bf964271
",식품,서울,강서구,성북동,서울,마포구,동교로
56,20220502,160619,48,"27fc32a765e47a4f9f729522e74d787c
","2c66f7f6c5ebd2fb3f3a15462bae6b6e
",식품,경기,파주시,소라지로,서울,마포구,성미산로
57,20220502,160619,48,"316f42587a758149b45ea9ee7d80e2f3
","a2ea98efed98c5228f9c01ede5faa5c3
",식품,서울,영등포구,선유로,서울,마포구,동교로
58,20220502,160559,48,"a7ed4a0c8e417d7f62e1b5c51c7560d6
","088f5fddf9859242bedc2c728082f157
",식품,경기,양주시,평화로,서울,마포구,동교로
59,20220502,160559,48,"caaa2d21345c8072c718f5c61a92a03c
","e5bf72995ed25db8a799b6421f70b3b1
",식품,경기,파주시,탄현면,서울,마포구,동교로
60,20220502,160559,48,"cb0d5eeb78778bc8f31c960cd7717f65
","05be21570556bdc1b6e10301a5e2ddfb
",식품,인천,중구,운서동,서울,마포구,동교로
61,20220502,160559,48,"4d7dd8e1f0b7e2a24b1f5501dc7cc8da
","387e4db13db8c30c9044a25ce3ac3395
",식품,경기,평택시,신장로,서울,마포구,성미산로
62,20220502,160559,48,"caaa2d21345c8072c718f5c61a92a03c
","d85f6dc12cf0dbb741fd0b4b496796a0
",식품,경기,파주시,탄현면,서울,마포구,동교로
63,20220502,160559,48,"4d7dd8e1f0b7e2a24b1f5501dc7cc8da
","387e4db13db8c30c9044a25ce3ac3395
",식품,경기,평택시,신장로,서울,마포구,성미산로
64,20220502,160559,48,"dc23b4878476c4e0745c1cc9399e2c61
","070678128aeec862885c49171335d5b4
",식품,경기,파주시,문발동,서울,마포구,동교로
65,20220502,160559,48,"dc23b4878476c4e0745c1cc9399e2c61
","0f081514bbef1b8f3e0703b2be579ece
",식품,경기,파주시,문발동,서울,마포구,연남동
66,20220502,160559,48,"11cae075b1a25d5e2a9abe91d574c79b
","01db990718eb8dfb2ed063baf34ff701
",식품,인천,중구,운서동,서울,마포구,동교로
67,20220502,160559,48,"4d7dd8e1f0b7e2a24b1f5501dc7cc8da
","f91556494a504eb977fa0de25bdfbed4
",식품,경기,평택시,신장로,서울,마포구,연남동
68,20220502,160559,48,"caaa2d21345c8072c718f5c61a92a03c
","8570e7a7bdc5d654197e9a8a8e41d113
",식품,경기,파주시,탄현면,서울,마포구,동교로
69,20220502,160559,48,"8cf699ef102be39ebc017d90de836394
","7c930744ebfb1afaa3cb627e366cc023
",식품,경기,고양시,일산동구,서울,마포구,동교로
70,20220502,160559,48,"bb519a4593f4da603f959ad09580899d
","67483f15ce9e6fd602e06c59a8161e98
",식품,충북,청주시,흥덕구,서울,마포구,성미산로
71,20220502,160619,48,"a6958f4c1746f51b8df24333a6689581
","8a4320289c88d683a07c6553bf964271
",식품,서울,강서구,성북동,서울,마포구,동교로
72,20220502,160559,48,"11cae075b1a25d5e2a9abe91d574c79b
","3a011295829e06975e8381bd76bcccb4
",식품,인천,중구,운서동,서울,마포구,연남동
73,20220502,160559,48,"cbc510faa6515cde3f74e3dfae3919ad
","bb7a4aa73d00faf8d1c3c4d8d0ef13cf
",식품,경북,김천시,대광동,서울,마포구,성미산로
74,20220502,160559,48,"a5ab74fd6cfdb29a7c4b226c335f246a
","07dcc560d6f08bbe21d856018ba2f171
",식품,경기,이천시,마장면,서울,마포구,성미산로
75,20220502,160559,48,"c2b8a8922147185dea18fcef8ee19b3b
","6382113258b38802c0999e1b108a6684
",식품,경기,용인시,처인구,서울,마포구,동교로
76,20220502,160559,48,"15d4cac7d19e5d2cad0057ef18ac408c
","3c23f11c4075b2c1428b6e3d1c8dee4b
",식품,경기,부천시,신흥로,서울,마포구,동교로
77,20220502,160559,48,"00b1692f94964e7117f1540c0d594449
","e3bb510039e93df6a04a2a03802b8eb1
",식품,인천,서구,건지로,서울,마포구,동교로
78,20220502,160559,48,"1f3752604af0e7077002c23b03121dd0
","46f5b7e648ce83291f3208dbce1ad816
",식품,경기,파주시,월롱면,서울,마포구,연남동
79,20220502,160619,48,"c91713c7b5d1b438d141b408b694ba8d
","829e1c68d2fb6f725cbab3c1d62cc41e
",식품,경기,포천시,소흘읍,서울,마포구,연남동
80,20220502,160619,48,"4ee91f28ab7cde016f4e2cc473137e28
","ebd9d49df9aaf7fda908b4a266361cf7
",식품,경기,고양시,덕양구,서울,마포구,동교로
81,20220502,160559,48,"c2b8a8922147185dea18fcef8ee19b3b
","6382113258b38802c0999e1b108a6684
",식품,경기,용인시,처인구,서울,마포구,동교로
82,20220502,160559,48,"412bd3bc5583ad100ff1f80426e1ef50
","a1df6912d1ca901a97863f5cddac5610
",식품,경기,화성시,동탄물류로,서울,마포구,동교로
83,20220502,160559,48,"81a830738cd23b2422ff87a03c127e03
","53ba6d773c22e18c34965629fdf41fc8
",식품,충남,천안시,서북구,서울,마포구,동교로
84,20220502,160559,48,"92442a3ab2b7a2eabd1188d40df26c67
","52c9062513e031398f995b33ac529c3a
",식품,경기,광주시,오포읍,서울,마포구,연남동
85,20220502,160559,48,"75717168110c1ab2b58172f2d35d7a00
","2652e03e4260373ea482cdbeb2340777
",식품,서울,중랑구,망우동,서울,마포구,동교로
86,20220502,160559,48,"7f4bcbbcd72fb59469414063d46e27f2
","1d9e0bb55fe97954136acf1495914d93
",식품,서울,동작구,사당동,서울,마포구,동교로
87,20220502,154834,48,"14b78a42d42f41c80761d55789d2820c
","d8b45716e110899bc3346fa3bc79bc6e
",식품,서울,성북구,동소문동,서울,마포구,동교로
88,20220502,165535,48,"685deeed5fb891fb41073d29e73ed22d
","62ac300994c04b0d1bd783afd2e8013c
",식품,전남,여수시,웅천동,서울,마포구,월드컵북로
89,20220502,165535,48,"e982ea5c64f7c198fd456821a1676ad6
","62ac300994c04b0d1bd783afd2e8013c
",식품,서울,금천구,시흥동,서울,마포구,월드컵북로
90,20220502,165535,48,"a8fc9de28be7951c976e690edd163e78
","964008026c7813f477e0957f44efb187
",식품,서울,강남구,봉은사로,서울,마포구,연남동
91,20220502,165535,48,"329153f664a0684bd0bdcee7b6e2c24d
","964008026c7813f477e0957f44efb187
",식품,인천,서구,청라에메랄드로,서울,마포구,연남동
